search_term,date,interest_score,year,month
healthy eating,2007-05-01,65,2007,5
healthy eating,2007-06-01,57,2007,6
healthy eating,2007-07-01,53,2007,7
healthy eating,2007-08-01,48,2007,8
healthy eating,2007-09-01,62,2007,9
healthy eating,2007-10-01,65,2007,10
healthy eating,2007-11-01,68,2007,11
healthy eating,2007-12-01,63,2007,12
healthy eating,2008-01-01,84,2008,1
healthy eating,2008-02-01,70,2008,2
healthy eating,2008-03-01,67,2008,3
healthy eating,2008-04-01,59,2008,4
healthy eating,2008-05-01,58,2008,5
healthy eating,2008-06-01,53,2008,6
healthy eating,2008-07-01,45,2008,7
healthy eating,2008-08-01,43,2008,8
healthy eating,2008-09-01,55,2008,9
healthy eating,2008-10-01,60,2008,10
healthy eating,2008-11-01,59,2008,11
healthy eating,2008-12-01,41,2008,12
healthy eating,2009-01-01,71,2009,1
healthy eating,2009-02-01,64,2009,2
healthy eating,2009-03-01,70,2009,3
healthy eating,2009-04-01,60,2009,4
healthy eating,2009-05-01,61,2009,5
healthy eating,2009-06-01,53,2009,6
healthy eating,2009-07-01,46,2009,7
healthy eating,2009-08-01,42,2009,8
healthy eating,2009-09-01,57,2009,9
healthy eating,2009-10-01,57,2009,10
healthy eating,2009-11-01,64,2009,11
healthy eating,2009-12-01,39,2009,12
healthy eating,2010-01-01,66,2010,1
healthy eating,2010-02-01,63,2010,2
healthy eating,2010-03-01,65,2010,3
healthy eating,2010-04-01,60,2010,4
healthy eating,2010-05-01,56,2010,5
healthy eating,2010-06-01,49,2010,6
healthy eating,2010-07-01,45,2010,7
healthy eating,2010-08-01,40,2010,8
healthy eating,2010-09-01,51,2010,9
healthy eating,2010-10-01,49,2010,10
healthy eating,2010-11-01,50,2010,11
healthy eating,2010-12-01,33,2010,12
healthy eating,2011-01-01,63,2011,1
healthy eating,2011-02-01,53,2011,2
healthy eating,2011-03-01,56,2011,3
healthy eating,2011-04-01,47,2011,4
healthy eating,2011-05-01,52,2011,5
healthy eating,2011-06-01,46,2011,6
healthy eating,2011-07-01,37,2011,7
healthy eating,2011-08-01,38,2011,8
healthy eating,2011-09-01,49,2011,9
healthy eating,2011-10-01,48,2011,10
healthy eating,2011-11-01,47,2011,11
healthy eating,2011-12-01,34,2011,12
healthy eating,2012-01-01,59,2012,1
healthy eating,2012-02-01,54,2012,2
healthy eating,2012-03-01,50,2012,3
healthy eating,2012-04-01,49,2012,4
healthy eating,2012-05-01,52,2012,5
healthy eating,2012-06-01,45,2012,6
healthy eating,2012-07-01,43,2012,7
healthy eating,2012-08-01,43,2012,8
healthy eating,2012-09-01,48,2012,9
healthy eating,2012-10-01,48,2012,10
healthy eating,2012-11-01,47,2012,11
healthy eating,2012-12-01,35,2012,12
healthy eating,2013-01-01,61,2013,1
healthy eating,2013-02-01,55,2013,2
healthy eating,2013-03-01,56,2013,3
healthy eating,2013-04-01,57,2013,4
healthy eating,2013-05-01,55,2013,5
healthy eating,2013-06-01,47,2013,6
healthy eating,2013-07-01,46,2013,7
healthy eating,2013-08-01,42,2013,8
healthy eating,2013-09-01,50,2013,9
healthy eating,2013-10-01,53,2013,10
healthy eating,2013-11-01,51,2013,11
healthy eating,2013-12-01,39,2013,12
healthy eating,2014-01-01,68,2014,1
healthy eating,2014-02-01,58,2014,2
healthy eating,2014-03-01,59,2014,3
healthy eating,2014-04-01,53,2014,4
healthy eating,2014-05-01,52,2014,5
healthy eating,2014-06-01,49,2014,6
healthy eating,2014-07-01,45,2014,7
healthy eating,2014-08-01,43,2014,8
healthy eating,2014-09-01,48,2014,9
healthy eating,2014-10-01,48,2014,10
healthy eating,2014-11-01,47,2014,11
healthy eating,2014-12-01,36,2014,12
healthy eating,2015-01-01,58,2015,1
healthy eating,2015-02-01,53,2015,2
healthy eating,2015-03-01,53,2015,3
healthy eating,2015-04-01,50,2015,4
healthy eating,2015-05-01,49,2015,5
healthy eating,2015-06-01,46,2015,6
healthy eating,2015-07-01,41,2015,7
healthy eating,2015-08-01,40,2015,8
healthy eating,2015-09-01,44,2015,9
healthy eating,2015-10-01,45,2015,10
healthy eating,2015-11-01,44,2015,11
healthy eating,2015-12-01,35,2015,12
healthy eating,2016-01-01,55,2016,1
healthy eating,2016-02-01,50,2016,2
healthy eating,2016-03-01,48,2016,3
healthy eating,2016-04-01,51,2016,4
healthy eating,2016-05-01,48,2016,5
healthy eating,2016-06-01,42,2016,6
healthy eating,2016-07-01,37,2016,7
healthy eating,2016-08-01,37,2016,8
healthy eating,2016-09-01,45,2016,9
healthy eating,2016-10-01,44,2016,10
healthy eating,2016-11-01,41,2016,11
healthy eating,2016-12-01,34,2016,12
healthy eating,2017-01-01,51,2017,1
healthy eating,2017-02-01,52,2017,2
healthy eating,2017-03-01,48,2017,3
healthy eating,2017-04-01,44,2017,4
healthy eating,2017-05-01,48,2017,5
healthy eating,2017-06-01,42,2017,6
healthy eating,2017-07-01,40,2017,7
healthy eating,2017-08-01,36,2017,8
healthy eating,2017-09-01,38,2017,9
healthy eating,2017-10-01,41,2017,10
healthy eating,2017-11-01,41,2017,11
healthy eating,2017-12-01,32,2017,12
healthy eating,2018-01-01,49,2018,1
healthy eating,2018-02-01,45,2018,2
healthy eating,2018-03-01,44,2018,3
healthy eating,2018-04-01,42,2018,4
healthy eating,2018-05-01,42,2018,5
healthy eating,2018-06-01,39,2018,6
healthy eating,2018-07-01,34,2018,7
healthy eating,2018-08-01,34,2018,8
healthy eating,2018-09-01,36,2018,9
healthy eating,2018-10-01,37,2018,10
healthy eating,2018-11-01,35,2018,11
healthy eating,2018-12-01,30,2018,12
healthy eating,2019-01-01,45,2019,1
healthy eating,2019-02-01,41,2019,2
healthy eating,2019-03-01,43,2019,3
healthy eating,2019-04-01,42,2019,4
healthy eating,2019-05-01,38,2019,5
healthy eating,2019-06-01,36,2019,6
healthy eating,2019-07-01,33,2019,7
healthy eating,2019-08-01,32,2019,8
healthy eating,2019-09-01,36,2019,9
healthy eating,2019-10-01,35,2019,10
healthy eating,2019-11-01,36,2019,11
healthy eating,2019-12-01,28,2019,12
healthy eating,2020-01-01,45,2020,1
healthy eating,2020-02-01,40,2020,2
healthy eating,2020-03-01,34,2020,3
healthy eating,2020-04-01,40,2020,4
healthy eating,2020-05-01,41,2020,5
healthy eating,2020-06-01,35,2020,6
healthy eating,2020-07-01,35,2020,7
healthy eating,2020-08-01,33,2020,8
healthy eating,2020-09-01,38,2020,9
healthy eating,2020-10-01,38,2020,10
healthy eating,2020-11-01,32,2020,11
healthy eating,2020-12-01,28,2020,12
healthy eating,2021-01-01,39,2021,1
healthy eating,2021-02-01,38,2021,2
healthy eating,2021-03-01,36,2021,3
healthy eating,2021-04-01,34,2021,4
healthy eating,2021-05-01,35,2021,5
healthy eating,2021-06-01,32,2021,6
healthy eating,2021-07-01,29,2021,7
healthy eating,2021-08-01,29,2021,8
healthy eating,2021-09-01,33,2021,9
healthy eating,2021-10-01,35,2021,10
healthy eating,2021-11-01,32,2021,11
healthy eating,2021-12-01,28,2021,12
healthy eating,2022-01-01,39,2022,1
healthy eating,2022-02-01,37,2022,2
healthy eating,2022-03-01,40,2022,3
healthy eating,2022-04-01,40,2022,4
healthy eating,2022-05-01,38,2022,5
healthy eating,2022-06-01,37,2022,6
healthy eating,2022-07-01,31,2022,7
healthy eating,2022-08-01,31,2022,8
healthy eating,2022-09-01,34,2022,9
healthy eating,2022-10-01,35,2022,10
healthy eating,2022-11-01,30,2022,11
healthy eating,2022-12-01,28,2022,12
healthy eating,2023-01-01,36,2023,1
healthy eating,2023-02-01,37,2023,2
healthy eating,2023-03-01,37,2023,3
healthy eating,2023-04-01,36,2023,4
healthy eating,2023-05-01,37,2023,5
healthy eating,2023-06-01,32,2023,6
healthy eating,2023-07-01,28,2023,7
healthy eating,2023-08-01,28,2023,8
healthy eating,2023-09-01,33,2023,9
healthy eating,2023-10-01,34,2023,10
healthy eating,2023-11-01,30,2023,11
healthy eating,2023-12-01,26,2023,12
healthy eating,2024-01-01,36,2024,1
healthy eating,2024-02-01,38,2024,2
healthy eating,2024-03-01,36,2024,3
healthy eating,2024-04-01,37,2024,4
healthy eating,2024-05-01,33,2024,5
healthy eating,2024-06-01,31,2024,6
healthy eating,2024-07-01,29,2024,7
healthy eating,2024-08-01,30,2024,8
healthy eating,2024-09-01,34,2024,9
healthy eating,2024-10-01,34,2024,10
meditation,2004-01-01,70,2004,1
meditation,2004-02-01,64,2004,2
meditation,2004-03-01,64,2004,3
meditation,2004-04-01,61,2004,4
meditation,2004-05-01,56,2004,5
meditation,2004-06-01,51,2004,6
meditation,2004-07-01,62,2004,7
meditation,2004-08-01,54,2004,8
meditation,2004-09-01,54,2004,9
meditation,2004-10-01,51,2004,10
meditation,2004-11-01,56,2004,11
meditation,2004-12-01,53,2004,12
meditation,2005-01-01,51,2005,1
meditation,2005-02-01,53,2005,2
meditation,2005-03-01,50,2005,3
meditation,2005-04-01,46,2005,4
meditation,2005-05-01,53,2005,5
meditation,2005-06-01,48,2005,6
meditation,2005-07-01,51,2005,7
meditation,2005-08-01,48,2005,8
meditation,2005-09-01,43,2005,9
meditation,2005-10-01,50,2005,10
meditation,2005-11-01,55,2005,11
meditation,2005-12-01,47,2005,12
meditation,2006-01-01,53,2006,1
meditation,2006-02-01,51,2006,2
meditation,2006-03-01,53,2006,3
meditation,2006-04-01,50,2006,4
meditation,2006-05-01,47,2006,5
meditation,2006-06-01,43,2006,6
meditation,2006-07-01,46,2006,7
meditation,2006-08-01,45,2006,8
meditation,2006-09-01,45,2006,9
meditation,2006-10-01,46,2006,10
meditation,2006-11-01,44,2006,11
meditation,2006-12-01,42,2006,12
meditation,2007-01-01,47,2007,1
meditation,2007-02-01,46,2007,2
meditation,2007-03-01,45,2007,3
meditation,2007-04-01,42,2007,4
meditation,2007-05-01,42,2007,5
meditation,2007-06-01,39,2007,6
meditation,2007-07-01,42,2007,7
meditation,2007-08-01,41,2007,8
meditation,2007-09-01,42,2007,9
meditation,2007-10-01,41,2007,10
meditation,2007-11-01,42,2007,11
meditation,2007-12-01,42,2007,12
meditation,2008-01-01,45,2008,1
meditation,2008-02-01,47,2008,2
meditation,2008-03-01,44,2008,3
meditation,2008-04-01,44,2008,4
meditation,2008-05-01,39,2008,5
meditation,2008-06-01,39,2008,6
meditation,2008-07-01,40,2008,7
meditation,2008-08-01,40,2008,8
meditation,2008-09-01,38,2008,9
meditation,2008-10-01,40,2008,10
meditation,2008-11-01,42,2008,11
meditation,2008-12-01,39,2008,12
meditation,2009-01-01,43,2009,1
meditation,2009-02-01,42,2009,2
meditation,2009-03-01,42,2009,3
meditation,2009-04-01,41,2009,4
meditation,2009-05-01,41,2009,5
meditation,2009-06-01,38,2009,6
meditation,2009-07-01,40,2009,7
meditation,2009-08-01,41,2009,8
meditation,2009-09-01,42,2009,9
meditation,2009-10-01,41,2009,10
meditation,2009-11-01,43,2009,11
meditation,2009-12-01,39,2009,12
meditation,2010-01-01,43,2010,1
meditation,2010-02-01,42,2010,2
meditation,2010-03-01,42,2010,3
meditation,2010-04-01,43,2010,4
meditation,2010-05-01,40,2010,5
meditation,2010-06-01,39,2010,6
meditation,2010-07-01,40,2010,7
meditation,2010-08-01,41,2010,8
meditation,2010-09-01,40,2010,9
meditation,2010-10-01,41,2010,10
meditation,2010-11-01,43,2010,11
meditation,2010-12-01,40,2010,12
meditation,2011-01-01,46,2011,1
meditation,2011-02-01,46,2011,2
meditation,2011-03-01,43,2011,3
meditation,2011-04-01,43,2011,4
meditation,2011-05-01,40,2011,5
meditation,2011-06-01,40,2011,6
meditation,2011-07-01,40,2011,7
meditation,2011-08-01,42,2011,8
meditation,2011-09-01,44,2011,9
meditation,2011-10-01,42,2011,10
meditation,2011-11-01,44,2011,11
meditation,2011-12-01,41,2011,12
meditation,2012-01-01,48,2012,1
meditation,2012-02-01,44,2012,2
meditation,2012-03-01,44,2012,3
meditation,2012-04-01,48,2012,4
meditation,2012-05-01,44,2012,5
meditation,2012-06-01,43,2012,6
meditation,2012-07-01,45,2012,7
meditation,2012-08-01,46,2012,8
meditation,2012-09-01,46,2012,9
meditation,2012-10-01,47,2012,10
meditation,2012-11-01,49,2012,11
meditation,2012-12-01,46,2012,12
meditation,2013-01-01,49,2013,1
meditation,2013-02-01,56,2013,2
meditation,2013-03-01,54,2013,3
meditation,2013-04-01,50,2013,4
meditation,2013-05-01,47,2013,5
meditation,2013-06-01,51,2013,6
meditation,2013-07-01,51,2013,7
meditation,2013-08-01,56,2013,8
meditation,2013-09-01,56,2013,9
meditation,2013-10-01,54,2013,10
meditation,2013-11-01,56,2013,11
meditation,2013-12-01,51,2013,12
meditation,2014-01-01,60,2014,1
meditation,2014-02-01,60,2014,2
meditation,2014-03-01,57,2014,3
meditation,2014-04-01,59,2014,4
meditation,2014-05-01,61,2014,5
meditation,2014-06-01,53,2014,6
meditation,2014-07-01,56,2014,7
meditation,2014-08-01,60,2014,8
meditation,2014-09-01,58,2014,9
meditation,2014-10-01,58,2014,10
meditation,2014-11-01,61,2014,11
meditation,2014-12-01,59,2014,12
meditation,2015-01-01,66,2015,1
meditation,2015-02-01,68,2015,2
meditation,2015-03-01,67,2015,3
meditation,2015-04-01,64,2015,4
meditation,2015-05-01,63,2015,5
meditation,2015-06-01,61,2015,6
meditation,2015-07-01,62,2015,7
meditation,2015-08-01,59,2015,8
meditation,2015-09-01,65,2015,9
meditation,2015-10-01,64,2015,10
meditation,2015-11-01,66,2015,11
meditation,2015-12-01,63,2015,12
meditation,2016-01-01,72,2016,1
meditation,2016-02-01,73,2016,2
meditation,2016-03-01,70,2016,3
meditation,2016-04-01,66,2016,4
meditation,2016-05-01,64,2016,5
meditation,2016-06-01,65,2016,6
meditation,2016-07-01,63,2016,7
meditation,2016-08-01,61,2016,8
meditation,2016-09-01,64,2016,9
meditation,2016-10-01,66,2016,10
meditation,2016-11-01,66,2016,11
meditation,2016-12-01,62,2016,12
meditation,2017-01-01,75,2017,1
meditation,2017-02-01,74,2017,2
meditation,2017-03-01,73,2017,3
meditation,2017-04-01,71,2017,4
meditation,2017-05-01,69,2017,5
meditation,2017-06-01,65,2017,6
meditation,2017-07-01,68,2017,7
meditation,2017-08-01,67,2017,8
meditation,2017-09-01,68,2017,9
meditation,2017-10-01,74,2017,10
meditation,2017-11-01,73,2017,11
meditation,2017-12-01,68,2017,12
meditation,2018-01-01,79,2018,1
meditation,2018-02-01,77,2018,2
meditation,2018-03-01,75,2018,3
meditation,2018-04-01,75,2018,4
meditation,2018-05-01,75,2018,5
meditation,2018-06-01,70,2018,6
meditation,2018-07-01,72,2018,7
meditation,2018-08-01,71,2018,8
meditation,2018-09-01,75,2018,9
meditation,2018-10-01,75,2018,10
meditation,2018-11-01,74,2018,11
meditation,2018-12-01,74,2018,12
meditation,2019-01-01,81,2019,1
meditation,2019-02-01,79,2019,2
meditation,2019-03-01,80,2019,3
meditation,2019-04-01,76,2019,4
meditation,2019-05-01,72,2019,5
meditation,2019-06-01,74,2019,6
meditation,2019-07-01,70,2019,7
meditation,2019-08-01,74,2019,8
meditation,2019-09-01,79,2019,9
meditation,2019-10-01,79,2019,10
meditation,2019-11-01,78,2019,11
meditation,2019-12-01,71,2019,12
meditation,2020-01-01,84,2020,1
meditation,2020-02-01,81,2020,2
meditation,2020-03-01,86,2020,3
meditation,2020-04-01,100,2020,4
meditation,2020-05-01,91,2020,5
meditation,2020-06-01,85,2020,6
meditation,2020-07-01,81,2020,7
meditation,2020-08-01,76,2020,8
meditation,2020-09-01,80,2020,9
meditation,2020-10-01,74,2020,10
meditation,2020-11-01,72,2020,11
meditation,2020-12-01,69,2020,12
meditation,2021-01-01,80,2021,1
meditation,2021-02-01,75,2021,2
meditation,2021-03-01,75,2021,3
meditation,2021-04-01,69,2021,4
meditation,2021-05-01,72,2021,5
meditation,2021-06-01,69,2021,6
meditation,2021-07-01,66,2021,7
meditation,2021-08-01,64,2021,8
meditation,2021-09-01,67,2021,9
meditation,2021-10-01,67,2021,10
meditation,2021-11-01,65,2021,11
meditation,2021-12-01,64,2021,12
meditation,2022-01-01,72,2022,1
meditation,2022-02-01,69,2022,2
meditation,2022-03-01,67,2022,3
meditation,2022-04-01,66,2022,4
meditation,2022-05-01,61,2022,5
meditation,2022-06-01,63,2022,6
meditation,2022-07-01,64,2022,7
meditation,2022-08-01,63,2022,8
meditation,2022-09-01,65,2022,9
meditation,2022-10-01,62,2022,10
meditation,2022-11-01,64,2022,11
meditation,2022-12-01,63,2022,12
meditation,2023-01-01,69,2023,1
meditation,2023-02-01,67,2023,2
meditation,2023-03-01,70,2023,3
meditation,2023-04-01,65,2023,4
meditation,2023-05-01,62,2023,5
meditation,2023-06-01,61,2023,6
meditation,2023-07-01,62,2023,7
meditation,2023-08-01,61,2023,8
meditation,2023-09-01,63,2023,9
meditation,2023-10-01,61,2023,10
meditation,2023-11-01,59,2023,11
meditation,2023-12-01,56,2023,12
meditation,2024-01-01,64,2024,1
meditation,2024-02-01,64,2024,2
meditation,2024-03-01,66,2024,3
meditation,2024-04-01,61,2024,4
meditation,2024-05-01,55,2024,5
meditation,2024-06-01,55,2024,6
meditation,2024-07-01,54,2024,7
meditation,2024-08-01,56,2024,8
meditation,2024-09-01,57,2024,9
meditation,2024-10-01,55,2024,10
anxiety relief,2004-01-01,0,2004,1
anxiety relief,2004-02-01,39,2004,2
anxiety relief,2004-03-01,47,2004,3
anxiety relief,2004-04-01,39,2004,4
anxiety relief,2004-05-01,0,2004,5
anxiety relief,2004-06-01,28,2004,6
anxiety relief,2004-07-01,0,2004,7
anxiety relief,2004-08-01,35,2004,8
anxiety relief,2004-09-01,25,2004,9
anxiety relief,2004-10-01,30,2004,10
anxiety relief,2004-11-01,45,2004,11
anxiety relief,2004-12-01,44,2004,12
anxiety relief,2005-01-01,32,2005,1
anxiety relief,2005-02-01,66,2005,2
anxiety relief,2005-03-01,45,2005,3
anxiety relief,2005-04-01,31,2005,4
anxiety relief,2005-05-01,36,2005,5
anxiety relief,2005-06-01,20,2005,6
anxiety relief,2005-07-01,41,2005,7
anxiety relief,2005-08-01,35,2005,8
anxiety relief,2005-09-01,43,2005,9
anxiety relief,2005-10-01,38,2005,10
anxiety relief,2005-11-01,38,2005,11
anxiety relief,2005-12-01,31,2005,12
anxiety relief,2006-01-01,40,2006,1
anxiety relief,2006-02-01,27,2006,2
anxiety relief,2006-03-01,38,2006,3
anxiety relief,2006-04-01,35,2006,4
anxiety relief,2006-05-01,46,2006,5
anxiety relief,2006-06-01,47,2006,6
anxiety relief,2006-07-01,52,2006,7
anxiety relief,2006-08-01,39,2006,8
anxiety relief,2006-09-01,46,2006,9
anxiety relief,2006-10-01,34,2006,10
anxiety relief,2006-11-01,35,2006,11
anxiety relief,2006-12-01,22,2006,12
anxiety relief,2007-01-01,28,2007,1
anxiety relief,2007-02-01,41,2007,2
anxiety relief,2007-03-01,40,2007,3
anxiety relief,2007-04-01,47,2007,4
anxiety relief,2007-05-01,32,2007,5
anxiety relief,2007-06-01,49,2007,6
anxiety relief,2007-07-01,39,2007,7
anxiety relief,2007-08-01,48,2007,8
anxiety relief,2007-09-01,45,2007,9
anxiety relief,2007-10-01,30,2007,10
anxiety relief,2007-11-01,36,2007,11
anxiety relief,2007-12-01,27,2007,12
anxiety relief,2008-01-01,41,2008,1
anxiety relief,2008-02-01,36,2008,2
anxiety relief,2008-03-01,29,2008,3
anxiety relief,2008-04-01,33,2008,4
anxiety relief,2008-05-01,31,2008,5
anxiety relief,2008-06-01,28,2008,6
anxiety relief,2008-07-01,29,2008,7
anxiety relief,2008-08-01,32,2008,8
anxiety relief,2008-09-01,36,2008,9
anxiety relief,2008-10-01,26,2008,10
anxiety relief,2008-11-01,27,2008,11
anxiety relief,2008-12-01,35,2008,12
anxiety relief,2009-01-01,32,2009,1
anxiety relief,2009-02-01,35,2009,2
anxiety relief,2009-03-01,34,2009,3
anxiety relief,2009-04-01,31,2009,4
anxiety relief,2009-05-01,29,2009,5
anxiety relief,2009-06-01,35,2009,6
anxiety relief,2009-07-01,38,2009,7
anxiety relief,2009-08-01,45,2009,8
anxiety relief,2009-09-01,41,2009,9
anxiety relief,2009-10-01,37,2009,10
anxiety relief,2009-11-01,40,2009,11
anxiety relief,2009-12-01,37,2009,12
anxiety relief,2010-01-01,36,2010,1
anxiety relief,2010-02-01,37,2010,2
anxiety relief,2010-03-01,40,2010,3
anxiety relief,2010-04-01,43,2010,4
anxiety relief,2010-05-01,39,2010,5
anxiety relief,2010-06-01,39,2010,6
anxiety relief,2010-07-01,41,2010,7
anxiety relief,2010-08-01,36,2010,8
anxiety relief,2010-09-01,45,2010,9
anxiety relief,2010-10-01,41,2010,10
anxiety relief,2010-11-01,35,2010,11
anxiety relief,2010-12-01,37,2010,12
anxiety relief,2011-01-01,37,2011,1
anxiety relief,2011-02-01,40,2011,2
anxiety relief,2011-03-01,42,2011,3
anxiety relief,2011-04-01,44,2011,4
anxiety relief,2011-05-01,43,2011,5
anxiety relief,2011-06-01,44,2011,6
anxiety relief,2011-07-01,44,2011,7
anxiety relief,2011-08-01,45,2011,8
anxiety relief,2011-09-01,42,2011,9
anxiety relief,2011-10-01,43,2011,10
anxiety relief,2011-11-01,42,2011,11
anxiety relief,2011-12-01,36,2011,12
anxiety relief,2012-01-01,43,2012,1
anxiety relief,2012-02-01,44,2012,2
anxiety relief,2012-03-01,48,2012,3
anxiety relief,2012-04-01,49,2012,4
anxiety relief,2012-05-01,41,2012,5
anxiety relief,2012-06-01,44,2012,6
anxiety relief,2012-07-01,44,2012,7
anxiety relief,2012-08-01,45,2012,8
anxiety relief,2012-09-01,44,2012,9
anxiety relief,2012-10-01,46,2012,10
anxiety relief,2012-11-01,42,2012,11
anxiety relief,2012-12-01,42,2012,12
anxiety relief,2013-01-01,41,2013,1
anxiety relief,2013-02-01,47,2013,2
anxiety relief,2013-03-01,58,2013,3
anxiety relief,2013-04-01,53,2013,4
anxiety relief,2013-05-01,46,2013,5
anxiety relief,2013-06-01,42,2013,6
anxiety relief,2013-07-01,46,2013,7
anxiety relief,2013-08-01,58,2013,8
anxiety relief,2013-09-01,49,2013,9
anxiety relief,2013-10-01,45,2013,10
anxiety relief,2013-11-01,44,2013,11
anxiety relief,2013-12-01,50,2013,12
anxiety relief,2014-01-01,62,2014,1
anxiety relief,2014-02-01,52,2014,2
anxiety relief,2014-03-01,49,2014,3
anxiety relief,2014-04-01,49,2014,4
anxiety relief,2014-05-01,54,2014,5
anxiety relief,2014-06-01,53,2014,6
anxiety relief,2014-07-01,45,2014,7
anxiety relief,2014-08-01,50,2014,8
anxiety relief,2014-09-01,52,2014,9
anxiety relief,2014-10-01,47,2014,10
anxiety relief,2014-11-01,40,2014,11
anxiety relief,2014-12-01,43,2014,12
anxiety relief,2015-01-01,49,2015,1
anxiety relief,2015-02-01,49,2015,2
anxiety relief,2015-03-01,52,2015,3
anxiety relief,2015-04-01,52,2015,4
anxiety relief,2015-05-01,51,2015,5
anxiety relief,2015-06-01,52,2015,6
anxiety relief,2015-07-01,48,2015,7
anxiety relief,2015-08-01,59,2015,8
anxiety relief,2015-09-01,63,2015,9
anxiety relief,2015-10-01,57,2015,10
anxiety relief,2015-11-01,51,2015,11
anxiety relief,2015-12-01,56,2015,12
anxiety relief,2016-01-01,58,2016,1
anxiety relief,2016-02-01,68,2016,2
anxiety relief,2016-03-01,63,2016,3
anxiety relief,2016-04-01,60,2016,4
anxiety relief,2016-05-01,51,2016,5
anxiety relief,2016-06-01,57,2016,6
anxiety relief,2016-07-01,56,2016,7
anxiety relief,2016-08-01,63,2016,8
anxiety relief,2016-09-01,62,2016,9
anxiety relief,2016-10-01,62,2016,10
anxiety relief,2016-11-01,69,2016,11
anxiety relief,2016-12-01,63,2016,12
anxiety relief,2017-01-01,67,2017,1
anxiety relief,2017-02-01,68,2017,2
anxiety relief,2017-03-01,78,2017,3
anxiety relief,2017-04-01,90,2017,4
anxiety relief,2017-05-01,80,2017,5
anxiety relief,2017-06-01,67,2017,6
anxiety relief,2017-07-01,69,2017,7
anxiety relief,2017-08-01,69,2017,8
anxiety relief,2017-09-01,68,2017,9
anxiety relief,2017-10-01,66,2017,10
anxiety relief,2017-11-01,70,2017,11
anxiety relief,2017-12-01,65,2017,12
anxiety relief,2018-01-01,72,2018,1
anxiety relief,2018-02-01,73,2018,2
anxiety relief,2018-03-01,80,2018,3
anxiety relief,2018-04-01,72,2018,4
anxiety relief,2018-05-01,63,2018,5
anxiety relief,2018-06-01,62,2018,6
anxiety relief,2018-07-01,78,2018,7
anxiety relief,2018-08-01,68,2018,8
anxiety relief,2018-09-01,72,2018,9
anxiety relief,2018-10-01,72,2018,10
anxiety relief,2018-11-01,74,2018,11
anxiety relief,2018-12-01,66,2018,12
anxiety relief,2019-01-01,67,2019,1
anxiety relief,2019-02-01,77,2019,2
anxiety relief,2019-03-01,82,2019,3
anxiety relief,2019-04-01,73,2019,4
anxiety relief,2019-05-01,63,2019,5
anxiety relief,2019-06-01,69,2019,6
anxiety relief,2019-07-01,81,2019,7
anxiety relief,2019-08-01,76,2019,8
anxiety relief,2019-09-01,76,2019,9
anxiety relief,2019-10-01,78,2019,10
anxiety relief,2019-11-01,75,2019,11
anxiety relief,2019-12-01,68,2019,12
anxiety relief,2020-01-01,80,2020,1
anxiety relief,2020-02-01,76,2020,2
anxiety relief,2020-03-01,77,2020,3
anxiety relief,2020-04-01,79,2020,4
anxiety relief,2020-05-01,80,2020,5
anxiety relief,2020-06-01,91,2020,6
anxiety relief,2020-07-01,88,2020,7
anxiety relief,2020-08-01,89,2020,8
anxiety relief,2020-09-01,91,2020,9
anxiety relief,2020-10-01,87,2020,10
anxiety relief,2020-11-01,84,2020,11
anxiety relief,2020-12-01,85,2020,12
anxiety relief,2021-01-01,89,2021,1
anxiety relief,2021-02-01,93,2021,2
anxiety relief,2021-03-01,86,2021,3
anxiety relief,2021-04-01,85,2021,4
anxiety relief,2021-05-01,90,2021,5
anxiety relief,2021-06-01,95,2021,6
anxiety relief,2021-07-01,89,2021,7
anxiety relief,2021-08-01,92,2021,8
anxiety relief,2021-09-01,89,2021,9
anxiety relief,2021-10-01,87,2021,10
anxiety relief,2021-11-01,82,2021,11
anxiety relief,2021-12-01,89,2021,12
anxiety relief,2022-01-01,100,2022,1
anxiety relief,2022-02-01,90,2022,2
anxiety relief,2022-03-01,96,2022,3
anxiety relief,2022-04-01,89,2022,4
anxiety relief,2022-05-01,83,2022,5
anxiety relief,2022-06-01,80,2022,6
anxiety relief,2022-07-01,82,2022,7
anxiety relief,2022-08-01,88,2022,8
anxiety relief,2022-09-01,86,2022,9
anxiety relief,2022-10-01,82,2022,10
anxiety relief,2022-11-01,90,2022,11
anxiety relief,2022-12-01,82,2022,12
anxiety relief,2023-01-01,94,2023,1
anxiety relief,2023-02-01,97,2023,2
anxiety relief,2023-03-01,94,2023,3
anxiety relief,2023-04-01,85,2023,4
anxiety relief,2023-05-01,85,2023,5
anxiety relief,2023-06-01,82,2023,6
anxiety relief,2023-07-01,93,2023,7
anxiety relief,2023-08-01,88,2023,8
anxiety relief,2023-09-01,86,2023,9
anxiety relief,2023-10-01,87,2023,10
anxiety relief,2023-11-01,78,2023,11
anxiety relief,2023-12-01,79,2023,12
anxiety relief,2024-01-01,81,2024,1
anxiety relief,2024-02-01,83,2024,2
anxiety relief,2024-03-01,82,2024,3
anxiety relief,2024-04-01,83,2024,4
anxiety relief,2024-05-01,82,2024,5
anxiety relief,2024-06-01,80,2024,6
anxiety relief,2024-07-01,86,2024,7
anxiety relief,2024-08-01,86,2024,8
anxiety relief,2024-09-01,86,2024,9
anxiety relief,2024-10-01,88,2024,10
yoga benefits,2004-01-01,38,2004,1
